dtime,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD
2007/12/3,110.91,228.05,162.47,110.91,98.15,17.39,21.8,20.02,97.94,84.78,16.38,297.03
2007/12/4,110.4,227.82,161.69,110.2,97.78,17.15,21.7,19.92,96.63,84.11,16.24,295.74
2007/12/5,109.98,226.2,162.24,108.52,98.36,17.32,21.77,20.04,95.78,83.82,16.18,294.54
2007/12/6,111.02,225.26,162.2,109.73,98.39,17.26,21.77,20.15,96.7,85.8,16.41,297.32
2007/12/7,111.52,225.97,163.2,110.46,98.7,17.4,21.9,20.36,97.99,86.68,16.63,298.66
2007/12/10,111.62,226.83,163.43,110.72,98.88,17.39,21.9,20.35,97.66,86.39,16.59,298.61
2007/12/11,111.92,229.08,164.66,111.21,99.2,17.48,22.08,20.58,99.15,87.57,16.78,298.69
2007/12/12,110.92,225.96,162.64,109.64,98.07,17.21,21.81,20.34,97.33,86.37,16.32,296.02
2007/12/13,111.99,228.96,164.91,110.52,98.81,17.47,22.11,20.69,98.79,87.9,16.72,300
2007/12/14,112.6,230.02,164.6,110.33,98.56,17.48,22.07,20.74,98.91,88.11,16.77,301.47
2007/12/17,113.34,228.69,163.59,111.29,98.32,17.41,21.93,20.48,98.01,87.12,16.52,303.45
2007/12/18,113.03,228.4,162.8,112.41,98.3,17.23,21.83,20.4,97.05,85.13,16.28,302.62
2007/12/19,113.36,228.42,163.34,112.71,98.44,17.3,21.91,20.38,97.65,85.61,16.34,302.86
2007/12/20,113.38,226.57,163.06,113.09,98.18,17.26,21.87,20.39,97.42,85.82,16.35,302.91
2007/12/21,113.12,224.55,162.1,113.01,97.68,17.16,21.74,20.21,97.24,86.27,16.12,302.22
2007/12/25,114.13,225.6,164.24,115.68,98.69,17.33,22,20.48,99.18,87.45,16.31,304.92
2007/12/26,114.19,226.23,164.39,115.82,98.61,17.34,22.05,20.56,99.44,87.44,16.43,305.08
2007/12/27,114.48,227.27,165.77,116.54,99.4,17.54,22.23,20.7,99.95,87.99,16.38,305.85
2007/12/28,114.15,228.05,166.64,116.34,100.1,17.62,22.37,20.91,100.16,88.24,16.58,304.97
2008/1/4,109.3,215.53,161.14,110.31,98.37,17.22,21.63,20.45,96.17,84.23,16.01,291.78
2008/1/7,108.91,214.76,160.54,108.84,98.27,17.13,21.57,20.41,95.13,83.72,15.92,290.97
2008/1/8,109.21,215.07,160.4,108.66,97.67,17.1,21.54,20.34,95.43,83.95,15.83,291.77
2008/1/9,109.08,215.18,160.49,108.63,98.12,17.06,21.56,20.32,96.4,83.93,15.79,291.42
2008/1/10,110.13,215.68,161.6,108.93,98.72,17.18,21.71,20.49,97.35,85.32,16.09,294.47
2008/1/11,109.77,215.31,162.34,108.59,99.35,17.31,21.81,20.78,98.13,86.16,16.17,292.88
2008/1/15,108.06,211.19,160.67,106.15,98.95,17.15,21.6,20.5,97.05,85.22,16.01,288.31
2008/1/16,106.7,209.07,157.91,104.6,97.76,16.77,21.2,20.01,94.26,82.9,15.64,285.29
2008/1/17,107.13,210.33,157.14,104.66,97.44,16.66,21.13,19.82,94.48,82.4,15.4,286.44
2008/1/18,106.79,210.5,156.28,103.66,96.93,16.56,20.98,19.44,93.42,81.66,15.1,285.08
2008/1/21,106.97,208.97,155.75,104,97.01,16.54,20.91,19.47,93.76,81.29,15.09,285.94
2008/1/22,105.93,205.42,152.58,102.28,95.32,16.09,20.49,18.99,90.9,78.71,14.64,283.16
2008/1/23,106.91,209.5,156.51,104.14,97.5,16.5,21.01,19.52,93.32,81.56,15.09,285.47
2008/1/24,106.9,209.08,156.27,104.44,97.85,16.46,20.99,19.41,93.38,81.75,15.17,285.45
2008/1/25,107.16,211.8,158.22,106.44,98.55,16.73,21.24,19.77,94.54,82.75,15.38,286.14
2008/1/28,106.84,211.54,156.68,105.82,97.46,16.52,21.04,19.46,94.03,82.23,14.93,285.29
2008/1/29,106.75,212.04,157.73,106.25,97.93,16.7,21.18,19.58,94.76,83.04,14.84,285.35
2008/1/30,106.94,212.9,157.89,107.07,97.75,16.72,21.19,19.71,94.98,83.16,14.88,285.55
2008/1/31,106.41,211.27,157.83,106.85,98.21,16.73,21.19,19.61,94.45,82.95,14.55,284.52
2008/2/1,106.59,212.44,158.42,106.29,98.55,16.74,21.27,19.72,95.49,83.91,14.29,285
2008/2/4,106.83,210.11,158.17,107.53,98.16,16.79,21.23,19.67,96.67,84.73,14.54,285.64
2008/2/5,106.77,210.76,158.27,107.37,98.06,16.84,21.24,19.76,96.72,84.69,14.37,284.72
2008/2/6,106.66,209.59,156.14,105.82,96.99,16.53,20.96,19.36,95.64,83.48,13.91,284.58
2008/2/7,106.46,208.68,155.72,105.89,97.01,16.54,20.9,19.31,94.96,83.59,13.81,284.04
2008/2/8,107.25,208.48,155.29,106.17,97.18,16.47,20.85,19.33,95.9,84.51,13.93,286.15
2008/2/12,106.95,208.64,155.14,106.72,97.04,16.48,20.82,19.36,96.64,84.23,13.82,285.35
2008/2/13,107.38,210.23,156.53,107.34,97.41,16.66,21.01,19.59,97.06,84.86,13.89,286.5
2008/2/14,108.27,212.6,157.65,108.56,97.74,16.9,21.16,19.82,97.64,85.21,14.06,289.88
2008/2/15,107.99,212.66,158.05,108,98.4,16.95,21.21,19.98,97.4,84.87,14.09,288.59
2008/2/18,107.9,211.45,158.26,107.06,98.57,17.05,21.24,20.06,98.47,85.62,14.15,288.66
2008/2/19,108.23,211.03,158.57,107.37,98.23,17.04,21.28,20.1,99.47,86.22,14.24,288.84
2008/2/20,107.95,210.21,159,106.33,98.64,17.08,21.34,20.24,99.09,86.09,14.09,288.1
2008/2/21,108.12,210.03,159.09,106.76,98.35,17.1,21.36,20.26,99.35,86.3,13.79,288.55
2008/2/22,107.57,211.26,159.27,106.36,98.69,17.1,21.38,20.23,98.89,86.17,13.82,286.4
2008/2/25,107.45,211.44,159.28,106.14,98.87,17.13,21.38,20.25,99.08,86.74,13.99,286.76
2008/2/26,108.04,212.45,160.16,108.41,99.14,17.22,21.5,20.37,100.29,87.92,14.12,288.11
2008/2/27,107.3,213.09,160.84,109.34,99.68,17.3,21.59,20.5,100.09,87.4,14.26,285.9
2008/2/28,106.31,210.93,160.7,108.4,100.06,17.18,21.58,20.43,100.32,86.82,14.29,283.04
2008/2/29,104.77,208.28,158.94,107.17,99.59,16.96,21.34,20.23,98.91,85.03,13.79,279.16
2008/3/3,103.09,204.74,156.85,104.61,99.75,16.75,21.07,19.85,96.23,82.28,12.91,274.54
2008/3/4,103.33,205.14,157.1,104.34,99.35,16.81,21.09,19.98,96.87,83.18,13.28,275.18
2008/3/5,103.43,205.3,157.24,103.94,99.58,16.82,21.11,20.07,95.66,82.61,13.08,275.45
2008/3/6,103.79,206.74,158.67,105.27,100.18,17,21.31,20.23,97.02,83.37,13.31,276.33
2008/3/7,102.88,206.96,158.18,104.46,100.57,16.85,21.24,20.07,95.6,82.03,12.85,273.98
2008/3/10,102.32,206.67,157.39,103.48,100.19,16.76,21.1,19.86,95.28,81.26,12.7,272.42
2008/3/11,101.66,204.19,155.95,101.94,99.75,16.59,20.93,19.78,93.25,80.25,12.65,270.37
2008/3/12,103.09,206.93,158.28,103.84,100.14,16.87,21.24,20.06,95.74,82.76,13.23,273.81
2008/3/13,101.71,206.12,157.9,102.71,100.06,16.73,21.19,20.01,95.38,81.94,12.99,270.15
2008/3/14,101.07,205.22,157.67,102.56,99.75,16.74,21.15,19.84,95.5,82.54,12.79,268.45
2008/3/17,97.53,196.56,153.98,98.3,99.29,16.28,20.66,19.19,91.22,79.58,12.09,258.98
2008/3/18,97.04,193.99,152.81,97.48,98.67,16.15,20.5,18.97,89.27,77.6,11.92,257.74
2008/3/19,99.72,200.62,156.3,100.59,99.88,16.6,20.96,19.47,92.85,81,12.61,265
2008/3/21,99.56,197.56,153.42,97.23,98.67,16.31,20.58,18.92,89.63,78.85,12.21,264.44
2008/3/24,99.86,197.58,153.82,97.2,98.48,16.34,20.63,18.94,89.9,78.99,12.25,265.16
2008/3/25,100.72,200.32,155.48,98.89,98.83,16.49,20.85,19.16,91.62,80.67,12.4,267.45
2008/3/26,99.86,200.14,156.17,98.16,99.11,16.6,20.94,19.32,91.53,80.51,12.46,265.23
2008/3/27,98.83,198.59,156.44,97.2,99.78,16.61,20.98,19.51,90.88,79.43,12.24,262.5
2008/3/28,99.4,199.5,156.89,97.58,100.09,16.71,21.04,19.57,91.45,79.98,12.52,263.94
2008/3/31,100.2,200.18,158.18,97.88,100.55,16.83,21.22,19.64,91.76,79.45,12.39,266.06
2008/4/1,99.85,198.03,157.51,97.68,100.51,16.81,21.13,19.59,91.2,78.47,12.25,265.14
2008/4/2,101.92,201.58,159.04,99.61,100.7,16.95,21.34,19.64,92.62,80.27,12.8,270.63
2008/4/3,102.32,203.27,160.21,100.85,101.34,17.12,21.49,19.95,93.62,80.63,13.1,271.62
2008/4/4,102.54,204.58,160.55,101.96,101.31,17.17,21.54,20.02,93.43,80.39,13.2,272.21
2008/4/7,102.12,203.35,160.4,101.31,101.31,17.13,21.52,20.13,94.01,80.45,13.08,271.09
2008/4/8,102.42,203.85,161.62,101.16,101.55,17.26,21.67,20.34,94.97,81.68,13.16,271.96
2008/4/9,102.64,201.97,161.23,101.25,101.17,17.22,21.63,20.28,95.57,81.75,13.3,272.54
2008/4/10,101.41,200.45,160.63,99.5,101.51,17.13,21.52,20.26,94.54,81.09,12.95,269.21
2008/4/11,101.94,201.44,160.72,100.14,101.25,17.13,21.55,20.26,95.07,81.5,13.06,270.61
2008/4/14,101.46,199.58,159.13,98.82,100.79,16.9,21.32,20.06,93.61,79.81,13.02,269.34
2008/4/15,101.15,199.68,160.13,99.18,101.25,17.05,21.48,20.21,93.72,79.98,12.84,268.52
2008/4/16,101.88,200.03,160.9,100.16,101.07,17.16,21.58,20.35,94.41,80,12.87,270.53
2008/4/17,101.93,200.9,162.32,101.73,101.98,17.29,21.77,20.52,95.55,80.66,12.94,270.59
2008/4/18,102.59,204.24,163.07,101.78,101.98,17.32,21.86,20.6,96.23,81.18,13.2,272.41
2008/4/21,104,207.77,164.55,103.39,102.11,17.47,22.06,20.61,97.09,82.17,13.31,276.16
2008/4/22,103.14,204.53,164.05,102.49,102.27,17.51,22,20.64,97.31,82.05,13.31,273.87
2008/4/23,103.03,205.78,164.63,102.25,102.66,17.64,22.07,20.78,97.52,82.27,13.49,273.58
2008/4/24,103.38,204.63,164.14,101.65,101.76,17.6,22.01,20.67,98.09,82.21,13.5,274.44
2008/4/25,104.38,206.24,163.8,102.9,100.85,17.58,21.96,20.53,98.15,82.21,13.64,277.09
2008/4/28,104.74,207.66,163.62,103.88,101.14,17.49,21.94,20.5,97.86,82.12,13.73,278.12
2008/4/30,104.15,205.1,162.15,102.74,100.37,17.35,21.75,20.26,97.09,80.61,13.75,276.48
2008/5/1,103.89,206.42,162.38,103.16,100.4,17.41,21.78,20.48,98.05,81.38,13.78,275.86
2008/5/2,104.7,207.23,162.01,102.8,99.88,17.33,21.72,20.37,97.72,81.41,13.83,277.94
2008/5/7,104.88,206.76,162.7,104.64,99.68,17.44,21.81,20.72,99.53,82.86,14.01,278.49
2008/5/8,104.86,204.8,160.98,103.63,99.16,17.26,21.58,20.49,98.38,81.14,13.68,278.44
2008/5/9,103.83,203.16,159.87,102.15,98.86,17.22,21.45,20.33,98.05,80.19,13.7,275.63
2008/5/12,102.91,200.83,159.26,102.2,98.71,17.16,21.34,20.26,96.88,78.93,13.35,273.19
2008/5/13,103.93,203.09,161.31,103.36,99.44,17.37,21.63,20.55,98.37,79.89,13.68,275.97
2008/5/14,104.86,204.05,162.16,104.42,99.63,17.45,21.74,20.68,98.76,80.04,13.84,278.44
2008/5/15,105.32,205.02,162.89,104.86,99.83,17.5,21.84,20.73,98.25,79.71,13.83,279.66
2008/5/16,104.78,204.15,161.98,104.74,99.17,17.39,21.72,20.59,98.68,80.02,13.92,278.15
2008/5/19,104.14,203.86,162.27,104.22,99.31,17.4,21.76,20.72,99.38,80.36,13.91,276.45
2008/5/20,104.31,203.54,161.98,105.17,99.17,17.45,21.73,20.77,99.55,80.62,13.79,276.98
2008/5/21,103.53,203.73,162.23,104.45,99.89,17.44,21.76,20.65,99.06,80.05,13.53,274.91
2008/5/22,102.88,203.11,162.54,104.66,100.46,17.47,21.81,20.73,99.22,80.14,13.36,273.18
2008/5/23,104.17,206.24,163.83,105.61,100.99,17.6,21.97,20.78,99.74,81.85,13.69,276.61
2008/5/26,103.19,204.56,162.84,104.39,100.75,17.49,21.84,20.61,99.06,81.12,13.41,274
2008/5/27,103.39,204.88,163.24,104.34,101.01,17.53,21.89,20.66,99.39,81.62,13.43,274.54
2008/5/28,104.16,205.78,163.28,104.75,100.74,17.55,21.9,20.76,99.73,82.12,13.45,276.58
2008/5/29,104.81,207.74,164.03,105.95,100.99,17.57,22,20.84,101.03,82.52,13.68,278.31
2008/5/30,105.75,209.07,164.06,106.87,100.77,17.6,22.01,20.81,101.08,82.51,13.97,280.8
2008/6/2,105.31,208.02,163.77,105.71,101.06,17.56,21.97,20.66,100.6,82.53,13.88,279.63
2008/6/3,104.42,205.1,162.24,104.22,100.68,17.32,21.76,20.37,99.61,81.91,13.56,277.27
2008/6/4,105.17,206.42,162.46,104.16,100.89,17.41,21.79,20.37,99.89,81.98,13.57,279.26
2008/6/5,105.43,205.99,162.67,103.81,101.11,17.42,21.82,20.42,100.94,81.15,13.53,279.95
2008/6/6,106.07,207.83,165.31,104.28,102.08,17.75,22.18,20.8,101.98,81.4,13.58,281.58
2008/6/9,105.1,206.92,165.74,103.17,102.99,17.76,22.2,20.9,101.05,80.72,13.34,279.45
2008/6/10,106.78,210.75,166.37,104.33,103.53,17.83,22.31,20.95,101.31,80.88,13.55,283.91
2008/6/11,107.45,209.91,166.16,105.12,103.01,17.75,22.29,20.79,101.56,81.03,13.49,285.32
2008/6/12,107.06,210.07,166.34,104.89,103.73,17.75,22.32,20.78,101.39,80.91,13.4,284.2
2008/6/13,107.95,210.15,166.7,105.63,103.67,17.75,22.36,20.79,101.29,81.05,13.28,286.64
2008/6/16,108.29,211.14,166.61,105.15,103.3,17.79,22.35,20.71,101.57,81.31,13.33,287.62
2008/6/17,108.3,212.55,167.49,105.77,103.64,17.95,22.47,20.88,102.02,81.66,13.38,287.65
2008/6/18,107.92,211.21,167.46,106.01,103.62,17.88,22.46,20.81,101.95,81.65,13.5,286.56
2008/6/19,107.75,211.3,167.89,105.93,104.3,17.9,22.52,20.92,101.92,81.77,13.45,286.11
2008/6/20,108.03,212.97,167.45,106.32,103.44,17.84,22.47,20.85,102.6,82.26,13.59,286.86
2008/6/23,107.37,212.15,167.7,105.85,103.66,17.81,22.5,20.86,102.59,81.99,13.47,285.03
2008/6/24,108,212.14,167.61,106.25,103.27,17.85,22.48,20.98,102.79,81.84,13.4,286.78
2008/6/25,107.82,212.5,167.89,106.5,103.51,17.84,22.52,21.06,103.16,81.87,13.45,286.22
2008/6/26,108.01,213.19,169.21,106.94,104.31,18.01,22.71,21.32,103.62,81.89,13.74,286.73
2008/6/27,106.96,212.6,168.43,105.57,104.42,17.91,22.59,21.17,102.26,80.78,13.52,283.94
2008/6/30,106.42,212.31,168.04,105.2,104.44,17.82,22.55,21.01,102.41,81.21,13.43,282.51
2008/7/1,106.26,211.64,167.4,104.16,104.07,17.68,22.46,20.9,101.94,80.9,13.58,282.08
2008/7/2,106.05,211.6,167.63,103.88,104.07,17.76,22.49,20.96,101.29,80.43,13.48,281.75
2008/7/3,106.01,211.13,168.34,104.57,104.55,17.77,22.59,20.98,101.92,80.65,13.54,281.64
2008/7/4,106.71,211.72,167.51,104.89,103.96,17.81,22.49,20.95,102.51,80.76,13.77,283.5
2008/7/7,106.86,211.68,167.34,104.92,104.03,17.85,22.46,21,102.94,81.11,13.81,283.67
2008/7/8,107.09,211.61,168.37,105.25,104.43,17.9,22.59,21.12,102.36,80.7,13.84,284.28
2008/7/9,107.46,211.61,168.36,105.49,103.98,17.87,22.58,20.95,102.37,81,13.87,285.42
2008/7/10,106.93,211.8,168.21,105.67,103.91,17.81,22.56,20.92,102.14,80.99,13.87,284.01
2008/7/11,107.05,211.88,169.1,106.11,104.18,17.88,22.68,21.03,103.04,81.35,13.92,284.33
2008/7/14,106.7,211.81,169.59,105.53,104.66,17.92,22.75,21.06,103.23,81.06,13.86,283.25
2008/7/15,106.11,211.75,168.82,105.48,104.43,17.81,22.64,20.99,103.21,81.11,13.85,281.76
2008/7/16,104.82,210.11,166.77,104.59,103.73,17.61,22.37,20.75,102.88,81.02,13.72,278.26
2008/7/17,105.09,210.19,166.4,105.05,103.35,17.51,22.32,20.65,102.6,81.15,13.8,279.12
2008/7/18,106.49,212.71,168.65,105.8,104.26,17.84,22.62,20.97,103.56,81.36,14.15,282.84
2008/7/22,106.5,213.17,169.62,106.4,104.75,17.96,22.74,21.06,103.95,81.1,14.12,282.72
2008/7/23,107.35,213.79,169.4,106.51,104.17,17.93,22.72,21.05,104.44,81.55,14.36,285.13
2008/7/24,107.92,215.63,169.3,106.8,103.91,17.91,22.7,20.95,103.75,80.43,14.31,286.64
2008/7/25,107.34,213.19,168.26,105.72,103.59,17.78,22.57,20.78,102.65,79.65,14.05,285.02
2008/7/28,108.02,214.88,169.57,105.83,104.04,17.93,22.74,20.96,102.99,80.08,14.24,286.75
2008/7/29,107.42,214.2,169.07,105.13,103.99,17.88,22.67,20.94,102.94,80.19,14.3,285.16
2008/7/30,108.1,214.16,168.47,105.6,103.4,17.8,22.59,20.87,102.8,79.86,14.66,287.04
2008/7/31,108.12,213.99,168.45,105.6,103.17,17.83,22.59,21,102.1,79.3,14.62,287.1
2008/8/1,107.82,213.82,167.97,105.23,102.83,17.81,22.53,20.99,101.16,78.68,14.79,286.3
2008/8/4,107.61,212.62,167.6,104.7,102.67,17.71,22.48,20.97,100.17,78.33,14.91,285.66
2008/8/5,108.26,212.27,168.26,104.17,103.1,17.81,22.56,21.07,100.38,78.68,14.93,287.39
2008/8/6,108.44,212.14,167.78,103.98,102.87,17.77,22.5,20.9,99.53,78.79,14.73,287.87
2008/8/7,109.41,213.29,168.91,104.47,103.41,17.94,22.65,21.03,99.68,78.78,14.75,290.52
2008/8/8,109.59,212.55,167.27,104.03,102.8,17.83,22.4,20.94,98.89,77.72,14.49,290.92
2008/8/11,109.95,210.79,164.45,102.91,101.62,17.49,22.05,20.42,97.59,77.13,14.15,291.88
2008/8/12,110.18,210.53,164.31,103.05,101.39,17.49,22.03,20.52,97.36,76.98,14.09,292.33
2008/8/13,109.04,206.94,162.74,102.21,100.5,17.34,21.83,20.32,94.78,75.38,14.01,289.54
2008/8/14,109.44,204.43,163.13,102.94,100.78,17.39,21.88,20.3,95.39,76.67,13.95,290.6
2008/8/15,109.94,205.14,162.35,103.02,100.22,17.35,21.77,20.33,94.97,76.72,13.98,291.85
2008/8/18,110.19,205.98,162.32,104.14,100.81,17.37,21.78,20.38,96.16,78.18,13.99,292.51
2008/8/19,110.01,204.93,161.46,103.34,100.15,17.25,21.63,20.28,95.15,77.76,14.24,292.04
2008/8/20,109.9,205.22,162.39,103.64,100.59,17.27,21.79,20.4,95.93,78.57,14.23,291.74
2008/8/21,109.68,204.63,162.14,103.55,99.98,17.27,21.75,20.35,95.89,78.23,14.16,291.16
2008/8/22,108.69,203.82,161.74,104.07,99.86,17.3,21.69,20.41,95.53,78.14,14.23,288.53
2008/8/25,110.28,203.31,162.42,104.88,100.07,17.37,21.78,20.44,95.06,77.82,14.37,292.75
2008/8/26,109.46,202.12,160.99,104,99.62,17.2,21.6,20.33,93.92,76.24,14.09,290.58
2008/8/27,109.31,201.52,160.61,104.58,99.68,17.14,21.55,20.23,93.82,76.41,14.06,290.18
2008/8/28,109.54,200.87,161.59,104.67,100.03,17.2,21.68,20.47,94.27,76.93,14.17,290.79
2008/8/29,109.35,200.13,160.84,103.99,99.68,17.05,21.58,20.31,94.48,76.92,14.17,290.28
2008/9/1,108.64,196.28,159.15,102.34,98.55,16.81,21.33,20.01,92.92,75.74,14.1,288.4
2008/9/2,108.56,194.65,158.26,101.59,98.41,16.73,21.24,19.89,92.31,75.23,14.03,288.19
2008/9/3,108.9,193.97,157.97,101.85,98.35,16.71,21.2,19.77,90.75,74.35,14.01,289.17
2008/9/4,108.33,192.22,157.18,102.18,98.02,16.59,21.1,19.62,90.54,74.23,13.79,287.58
2008/9/5,106.79,187.95,152.45,99.86,96.11,16.1,20.47,19.15,87.22,71.14,13.28,283.49
2008/9/8,108.51,193.6,155.77,102.68,97.06,16.48,20.9,19.5,89.98,73.81,13.85,288.05
2008/9/9,107.77,189.37,152.15,101.09,95.52,16.09,20.4,18.99,87.63,72.02,13.62,286.09
2008/9/10,107.16,188.63,151.19,100.04,94.92,15.87,20.29,18.78,86.04,71.47,13.32,284.47
2008/9/11,107.53,188.07,149.97,100.06,94.42,15.79,20.13,18.62,85.72,70.11,13.11,285.45
2008/9/12,107.2,188.41,150.12,99.77,94.19,15.77,20.14,18.48,86.16,70.12,13.12,284.58
2008/9/16,104.39,186.77,148.46,97.42,93.64,15.41,19.92,18.01,82.71,67.96,12.9,277.12
2008/9/17,106.5,190.22,151.02,99.8,95.01,15.73,20.27,18.26,85.73,70.63,13.24,283.47
2008/9/18,104.89,190.78,150.62,98.28,95.27,15.65,20.22,18.04,83.25,69.59,12.73,279.19
2008/9/19,106.2,191.74,151.39,99.92,95.41,15.79,20.27,18.3,85.36,71.32,13.03,282.6
2008/9/22,106.96,195.68,154.91,101.99,96.88,16.21,20.78,18.87,89.04,73.61,13.33,284.62
2008/9/24,105.46,195.86,154.91,102.05,97.14,16.11,20.78,18.91,88.02,71.86,12.97,279.88
2008/9/25,106.07,196.48,155.5,102.23,97.52,16.09,20.86,18.82,88.53,72.54,13.07,281.5
2008/9/26,106.13,195.58,155.58,102.7,97.81,16.15,20.88,18.86,88.88,72.95,13.08,281.66
2008/9/29,106.91,195.32,154.92,103.11,97.34,16.01,20.78,18.75,88.83,73.34,13.16,283.73
2008/9/30,103.63,186.97,149.06,98.79,94.99,15.25,20,17.82,82.97,69.45,12.46,275.03
2008/10/1,106.52,189.72,150.59,100.37,95.23,15.46,20.18,18.24,84.77,71.41,12.89,282.7
2008/10/2,106.28,187.71,148.37,99.73,94.09,15.25,19.9,18,84.12,71.42,12.88,282.06
2008/10/3,105.07,185.4,145.02,97.3,92.69,14.95,19.46,17.48,81.33,69.12,12.41,278.92
2008/10/6,104.42,184.44,142.54,96.04,92.39,14.65,19.12,17.13,79.25,68.55,12.2,277.2
2008/10/7,101.65,177.4,137.43,92.37,88.85,14.12,18.43,16.32,73.23,64.19,11.48,269.77
2008/10/8,101.64,177.63,138.12,91.87,89.07,14.27,18.52,16.45,72.1,63.49,11.35,269.75
2008/10/9,99.99,171.93,135.71,88.71,88.41,14.04,18.24,16.24,66.84,59.47,10.87,265.37
2008/10/10,99.13,168.84,134.42,85.55,87.83,13.89,18.07,16.02,66.19,58.95,10.49,263.08
2008/10/14,102.82,179.43,140.18,90.16,90.52,14.5,18.83,16.62,72.8,63.78,11.43,272.37
2008/10/15,101.65,177.09,138.12,87.18,89.35,14.1,18.54,16.09,70.33,62.71,11.13,269.84
2008/10/16,100.06,172.82,134.77,83.99,88.1,13.29,18.1,15.31,66.69,60.76,9.42,265.55
2008/10/17,101.68,176.3,136.98,85.99,89.55,13.72,18.4,15.63,70.26,62.7,10.16,269.99
2008/10/20,101.86,176.49,137.23,86.21,89.7,13.72,18.42,15.48,70.74,62.59,10.28,270.33
2008/10/21,101.95,175.06,135.87,85.48,88.63,13.65,18.24,15.41,71.25,63.08,10.15,270.57
2008/10/22,100.46,166.63,130.82,82.72,86.96,12.93,17.56,14.54,68.38,61.23,9.56,266.68
2008/10/23,97.67,158.36,125.02,77.63,83.97,12.4,16.8,13.47,64.85,57.5,8.54,259.28
2008/10/24,97.32,156.93,125.15,77.82,83.74,12.63,16.79,14.09,64.56,57.44,9.02,258.35
2008/10/27,94.28,149.44,118.74,74.01,81,11.88,15.95,13.47,58.42,52.62,8.43,250.28
2008/10/28,93.31,144.37,115.8,71.87,80.51,11.64,15.53,13.37,56.56,51.13,8.47,247.7
2008/10/29,97.94,157.03,124.88,76.88,84.91,12.6,16.77,14.54,63.31,56.06,9.56,259.99
2008/10/30,98.59,162.33,129.09,81.06,87.36,13.11,17.33,14.92,67.07,58.13,10.18,261.72
2008/10/31,98.41,160.34,125.76,80.62,86.14,12.82,16.92,14.73,65.66,57.5,9.98,261.24
2008/11/4,99.11,156.38,124.78,83.84,84.16,12.69,16.77,14.7,66.68,58.52,9.99,263.24
2008/11/5,99.75,158.93,129.19,86.29,85.48,13.08,17.38,15.07,69.3,60.42,10.31,265.01
2008/11/6,98.16,155.78,126.7,83.94,84.57,12.58,17.04,14.46,66.53,58.63,10.08,260.79
2008/11/7,97.13,151.1,123.06,81.01,82.43,12.25,16.55,14.03,64.45,56.76,9.48,258.05
2008/11/10,99.21,157.25,127.88,84.25,84.56,12.73,17.18,14.59,68.72,59.58,10.05,263.51
2008/11/11,97.49,152.06,123.77,81.31,82.6,12.35,16.62,14.23,64.93,56.54,9.69,258.94
